Year,Day,Month,Hour,Weather_Condition,Wind_Chill(F),Precipitation(in),Temperature(F),Humidity(%),Wind_Speed(mph),Visibility(mi),Selected
2020,09,11,01,Fair,42.0,0.0,42.0,62.0,3.0,10.0,No
2020,30,09,17,Smoke,81.0,0.0,81.0,49.0,7.0,6.0,No
2016,08,11,18,Scattered Clouds,,,68.0,65.0,9.2,10.0,No
2020,28,02,11,Mostly Cloudy,68.0,0.0,68.0,45.0,7.0,10.0,No
2017,28,04,03,Clear,,,51.1,77.0,10.4,10.0,No
2016,28,08,05,Overcast,,,60.1,75.0,3.5,10.0,No
2020,01,05,06,Partly Cloudy,53.0,0.0,53.0,74.0,16.0,10.0,No
2018,29,01,16,Overcast,,,57.0,74.0,3.5,10.0,No
2017,10,02,06,Overcast,,,57.0,100.0,3.5,2.0,No
2017,18,07,18,Partly Cloudy,,,64.9,68.0,17.3,10.0,No
2019,02,11,18,Partly Cloudy,65.0,0.0,65.0,48.0,8.0,10.0,No
2016,27,04,10,Light Rain,,0.04,55.9,84.0,17.3,10.0,No
2018,22,03,15,Mostly Cloudy,,,55.9,62.0,29.9,10.0,No
2017,12,07,08,Partly Cloudy,,,60.1,75.0,6.9,10.0,No
2017,17,02,10,Light Rain,,0.01,57.9,75.0,19.6,10.0,No
2020,09,01,06,Light Rain / Windy,52.0,0.0,52.0,89.0,28.0,7.0,No
2017,20,02,06,Overcast,,0.0,57.9,84.0,9.2,10.0,No
2018,23,05,07,Overcast,,,55.9,84.0,4.6,10.0,No
2019,03,11,23,Fair,54.0,0.0,54.0,83.0,10.0,10.0,No
2018,11,06,03,Clear,,,55.9,72.0,17.3,10.0,No
2017,06,06,09,Scattered Clouds,,,62.1,70.0,13.8,10.0,No
2017,09,08,14,Overcast,,,66.0,68.0,18.4,10.0,No
2017,04,05,09,Partly Cloudy,,,60.1,72.0,11.5,10.0,No
2018,08,11,07,Clear,,,55.0,57.0,4.6,10.0,No
2020,15,05,12,Fair,69.0,0.0,69.0,57.0,17.0,10.0,No
2016,30,10,13,Mostly Cloudy,,,66.0,73.0,15.0,10.0,No
2017,20,06,10,Clear,,,69.1,63.0,6.9,10.0,No
2019,21,11,09,Fair,56.0,0.0,56.0,60.0,3.0,10.0,No
2020,05,05,19,Mostly Cloudy / Windy,57.0,0.0,57.0,83.0,22.0,10.0,No
2019,17,07,16,Fair / Windy,73.0,0.0,73.0,53.0,21.0,10.0,No
2019,24,10,17,Mostly Cloudy,85.0,0.0,85.0,12.0,8.0,10.0,No
2017,23,01,09,Light Rain,,0.01,46.9,90.0,8.1,10.0,No
2018,09,11,09,Smoke,,,59.0,24.0,10.4,3.0,No
2016,21,07,12,Partly Cloudy,,,71.1,55.0,11.5,10.0,No
2016,10,05,10,Overcast,,,57.0,77.0,3.5,10.0,No
2017,07,06,16,Mostly Cloudy,,,64.9,68.0,15.0,10.0,No
2016,07,07,10,Overcast,,,60.1,72.0,16.1,10.0,No
2019,14,09,10,Fair,71.0,0.0,71.0,57.0,14.0,10.0,No
2020,13,12,23,Fair,51.0,0.0,51.0,83.0,12.0,10.0,No
2017,10,08,07,Overcast,,,60.1,83.0,8.1,9.0,No
2020,17,04,07,Mostly Cloudy,55.0,0.0,55.0,72.0,7.0,10.0,No
2020,09,05,17,Partly Cloudy,61.0,0.0,61.0,70.0,18.0,10.0,No
2019,05,09,09,Cloudy,61.0,0.0,61.0,83.0,18.0,8.0,No
2018,25,12,15,Partly Cloudy,,,55.9,67.0,12.7,10.0,No
2018,29,01,09,Overcast,,,51.1,92.0,3.5,10.0,No
2020,01,11,11,Partly Cloudy,70.0,0.0,70.0,51.0,6.0,10.0,No
2016,05,07,01,Scattered Clouds,,,57.0,81.0,9.2,10.0,No
2017,13,01,14,Partly Cloudy,,,54.0,62.0,3.5,10.0,No
2017,11,05,10,Mostly Cloudy,,,64.0,60.0,8.1,10.0,No
2020,02,02,13,Fair / Windy,59.0,0.0,59.0,36.0,22.0,10.0,No
2017,23,02,14,Scattered Clouds,,,53.1,48.0,15.0,10.0,No
2016,03,09,18,Scattered Clouds,,,63.0,70.0,16.1,10.0,No
2019,07,03,14,Overcast,,,53.1,57.0,13.8,10.0,No
2019,11,09,18,Partly Cloudy,76.0,0.0,76.0,52.0,9.0,10.0,No
2016,27,05,11,Partly Cloudy,,,63.0,67.0,6.9,10.0,No
2017,18,07,09,Overcast,,,57.9,75.0,16.1,10.0,No
2020,06,12,14,Mostly Cloudy,62.0,0.0,62.0,58.0,10.0,10.0,No
2017,25,01,23,Scattered Clouds,,,46.0,89.0,,10.0,No
2017,10,07,12,Clear,,,70.0,61.0,9.2,10.0,No
2018,19,08,21,Mostly Cloudy,,,55.9,93.0,8.1,6.0,No
2019,23,05,15,Fair,68.0,0.0,68.0,61.0,7.0,10.0,No
2017,19,04,14,Partly Cloudy,,,68.0,50.0,8.1,10.0,No
2018,06,09,16,Partly Cloudy,,,64.9,70.0,15.0,10.0,No
2017,12,04,11,Mostly Cloudy,,,61.0,64.0,12.7,10.0,No
2017,25,05,08,Overcast,,,59.0,78.0,15.0,10.0,No
2016,09,11,11,Partly Cloudy,,,66.9,76.0,4.6,10.0,No
2016,21,05,06,Mostly Cloudy,,,55.0,72.0,8.1,10.0,No
2019,19,12,14,Mostly Cloudy,57.0,0.0,57.0,83.0,5.0,10.0,No
2018,26,10,16,Mostly Cloudy,,,72.0,40.0,12.7,10.0,No
2016,18,11,23,Partly Cloudy,,,57.9,58.0,10.4,10.0,No
2019,29,12,01,Mostly Cloudy,53.0,0.0,53.0,80.0,5.0,10.0,No
2017,05,11,21,Clear,,,53.1,83.0,3.5,10.0,No
2020,14,01,16,Fair,56.0,0.0,56.0,57.0,12.0,10.0,No
2019,15,08,00,Fair,67.0,0.0,67.0,76.0,8.0,10.0,No
2017,06,07,04,Partly Cloudy,,,55.9,84.0,11.5,10.0,No
2018,18,04,02,Scattered Clouds,,,51.1,71.0,9.2,10.0,No
2019,17,12,05,Cloudy,44.0,0.0,44.0,79.0,3.0,10.0,No
2020,30,01,20,Fair,55.0,0.0,55.0,83.0,8.0,10.0,No
2019,14,05,14,Cloudy,63.0,0.0,63.0,63.0,10.0,10.0,No
2020,20,05,07,Cloudy,58.0,0.0,58.0,72.0,7.0,10.0,No
2016,05,08,09,Overcast,,,61.0,72.0,9.2,10.0,No
2019,03,01,15,Mostly Cloudy,,,53.1,57.0,3.5,10.0,No
2018,04,01,06,Scattered Clouds,,,53.1,89.0,,4.0,No
2019,15,02,17,Mostly Cloudy,,0.0,50.0,63.0,10.4,10.0,No
2018,08,03,18,Mostly Cloudy,,,57.9,81.0,9.2,10.0,No
2020,05,04,08,Light Rain,55.0,0.02,55.0,86.0,14.0,4.0,No
2020,18,05,22,Fair,56.0,0.0,56.0,77.0,7.0,10.0,No
2019,05,09,07,Cloudy,60.0,0.0,60.0,86.0,13.0,8.0,No
2020,09,12,22,Partly Cloudy,56.0,0.0,56.0,72.0,0.0,10.0,No
2020,14,10,08,Fair,63.0,0.0,63.0,70.0,3.0,10.0,No
2019,19,12,11,Partly Cloudy,57.0,0.0,57.0,81.0,7.0,10.0,No
2020,31,08,15,Partly Cloudy,68.0,0.0,68.0,63.0,16.0,8.0,No
2020,20,11,13,Fair,62.0,0.0,62.0,50.0,8.0,10.0,No
2018,24,12,06,Overcast,,,52.0,80.0,3.5,10.0,No
2016,03,12,16,Partly Cloudy,,,59.0,62.0,12.7,10.0,No
2020,01,03,23,Fair,59.0,0.0,59.0,20.0,14.0,10.0,No
2017,11,05,18,Mostly Cloudy,,,63.0,67.0,16.1,10.0,No
2018,16,04,15,Mostly Cloudy,,,55.9,53.0,20.7,10.0,No
2017,16,01,15,Partly Cloudy,,,53.1,66.0,5.8,10.0,No
2019,08,10,08,Partly Cloudy,64.0,0.0,64.0,63.0,6.0,10.0,No
2018,06,09,06,Overcast,,,55.0,89.0,5.8,10.0,No
2019,17,10,17,Fair / Windy,61.0,0.0,61.0,67.0,26.0,10.0,No
2016,06,12,12,Mostly Cloudy,,,54.0,59.0,5.8,10.0,No
2017,27,01,21,Clear,,,50.0,71.0,,10.0,No
2017,13,01,10,Partly Cloudy,,,48.9,77.0,4.6,9.0,No
2019,22,02,14,Partly Cloudy,,,55.0,35.0,9.2,10.0,No
2017,28,07,10,Partly Cloudy,,,61.0,72.0,15.0,10.0,No
2018,30,10,05,Clear,,,52.0,80.0,3.5,10.0,No
2020,23,03,19,Cloudy,55.0,0.0,55.0,64.0,10.0,10.0,No
2017,23,10,16,Partly Cloudy,,,79.0,42.0,6.9,10.0,No
2019,01,08,20,Mostly Cloudy,63.0,0.0,63.0,84.0,15.0,10.0,No
2020,29,10,08,Fair,57.0,0.0,57.0,55.0,0.0,9.0,No
2020,18,03,18,Mostly Cloudy,57.0,0.0,57.0,55.0,10.0,10.0,No
2019,26,10,21,Mostly Cloudy,56.0,0.0,56.0,80.0,12.0,8.0,No
2020,28,05,15,Fair,70.0,0.0,70.0,59.0,15.0,10.0,No
2018,06,09,15,Partly Cloudy,,,64.9,70.0,12.7,10.0,No
2019,03,09,18,Fair / Windy,68.0,0.0,68.0,65.0,22.0,10.0,No
2020,28,03,06,Light Rain,51.0,0.02,51.0,83.0,9.0,10.0,No
2017,24,07,16,Partly Cloudy,,,73.9,55.0,10.4,10.0,No
2016,06,06,04,Overcast,,,57.9,81.0,9.2,10.0,No
2017,05,04,14,Overcast,,,72.0,29.0,6.9,10.0,No
2018,01,05,09,Mostly Cloudy,,,53.1,80.0,6.9,10.0,No
2020,22,12,21,Fair,48.0,0.0,48.0,68.0,0.0,10.0,No
2020,24,06,14,Fair / Windy,68.0,0.0,68.0,61.0,22.0,10.0,No
2019,13,09,13,Fair,91.0,0.0,91.0,26.0,9.0,10.0,No
2017,31,03,13,Squalls,,,66.9,33.0,19.6,10.0,No
2020,31,05,17,Mostly Cloudy,66.0,0.0,66.0,60.0,16.0,10.0,No
2017,07,10,08,Clear,,,61.0,67.0,3.5,10.0,No
2019,23,11,21,Fair,56.0,0.0,56.0,62.0,6.0,10.0,No
2018,09,04,06,Clear,,,50.0,93.0,8.1,10.0,No
2016,02,10,16,Partly Cloudy,,,66.9,57.0,21.9,10.0,No
2019,28,12,20,Partly Cloudy,48.0,0.0,48.0,93.0,0.0,8.0,No
2018,06,08,05,Mostly Cloudy,,,53.1,96.0,,10.0,No
2017,17,03,10,Partly Cloudy,,,59.0,78.0,4.6,10.0,No
2018,05,01,11,Light Rain,,0.02,59.0,100.0,,2.5,No
2016,03,11,07,Clear,,,55.9,77.0,6.9,10.0,No
2017,12,03,16,Partly Cloudy,,,68.0,47.0,18.4,10.0,No
2016,30,08,00,Overcast,,,62.1,84.0,9.2,10.0,No
2019,22,09,09,Fair,61.0,0.0,61.0,81.0,13.0,10.0,No
2020,26,12,17,Mostly Cloudy,55.0,0.0,55.0,77.0,7.0,10.0,No
2017,08,01,14,Light Rain,,0.01,60.1,86.0,20.7,6.0,No
2019,09,10,19,Fair,61.0,0.0,61.0,58.0,6.0,10.0,No
2019,26,07,13,Fair,71.0,0.0,71.0,57.0,15.0,10.0,No
2019,15,12,00,Fair,50.0,0.0,50.0,68.0,8.0,10.0,No
2016,08,12,15,Overcast,,,60.1,86.0,5.8,10.0,No
2020,23,12,22,Mostly Cloudy,50.0,0.0,50.0,44.0,0.0,10.0,No
2017,11,06,08,Partly Cloudy,,,59.0,62.0,18.4,10.0,No
2019,06,02,05,Clear,37.7,,42.1,67.0,6.9,10.0,No
2018,05,09,18,Mostly Cloudy,,,60.1,80.0,15.0,10.0,No
2020,27,02,14,Mostly Cloudy,71.0,0.0,71.0,39.0,0.0,10.0,No
2019,04,04,06,Cloudy,56.0,0.0,56.0,77.0,10.0,7.0,No
2019,07,07,14,Fair / Windy,67.0,0.0,67.0,57.0,22.0,10.0,No
2020,22,06,17,Fair,67.0,0.0,67.0,63.0,18.0,10.0,No
2018,16,01,13,Overcast,,,57.0,83.0,8.1,8.0,No
2016,07,04,02,Scattered Clouds,,,64.0,70.0,11.5,10.0,No
2017,23,06,06,Overcast,,,60.1,90.0,5.8,10.0,No
2018,14,02,07,Partly Cloudy,40.2,,42.1,79.0,3.5,10.0,No
2020,11,12,20,Heavy Rain,53.0,0.09,53.0,83.0,8.0,3.0,No
2018,12,01,17,Mostly Cloudy,,,54.0,86.0,6.9,10.0,No
2020,21,01,13,Cloudy,57.0,0.0,57.0,72.0,10.0,10.0,No
2020,06,11,23,Mostly Cloudy,52.0,0.0,52.0,74.0,7.0,10.0,No
2017,14,06,07,Clear,,,59.0,83.0,6.9,10.0,No
2017,18,07,08,Overcast,,,55.0,83.0,13.8,10.0,No
2016,07,09,19,Clear,,,73.0,48.0,13.8,10.0,No
2020,17,01,15,Mostly Cloudy,55.0,0.0,55.0,59.0,9.0,10.0,No
2019,25,04,21,Fair,54.0,0.0,54.0,80.0,10.0,10.0,No
2017,16,10,12,Mostly Cloudy,,,68.0,56.0,5.8,9.0,No
2017,03,05,12,Partly Cloudy,,,72.0,66.0,3.5,10.0,No
2020,23,11,11,Partly Cloudy,57.0,0.0,57.0,74.0,3.0,10.0,No
2017,08,05,06,Partly Cloudy,,,53.1,86.0,3.5,7.0,No
2019,13,02,04,Light Rain,,0.01,53.1,66.0,28.8,10.0,No
2019,14,10,15,Fair,66.0,0.0,66.0,59.0,13.0,10.0,No
2019,06,12,22,Light Rain,55.0,0.15,55.0,93.0,10.0,3.0,No
2018,27,09,14,Mostly Cloudy,,,64.0,70.0,13.8,10.0,No
2018,05,06,04,Partly Cloudy,,,53.1,86.0,4.6,9.0,No
2017,06,03,15,Mostly Cloudy,,,55.0,59.0,12.7,10.0,No
2018,07,03,15,Partly Cloudy,,,66.0,34.0,10.4,10.0,No
2020,04,02,09,Fair,51.0,0.0,51.0,39.0,15.0,10.0,No
2017,16,08,01,Mostly Cloudy,,,61.0,75.0,6.9,10.0,No
2020,03,04,10,Partly Cloudy,56.0,0.0,56.0,51.0,5.0,10.0,No
2019,14,02,02,Light Rain,,0.06,60.1,90.0,19.6,9.0,No
2019,08,11,20,Mist,51.0,0.0,51.0,92.0,3.0,5.0,No
2020,09,11,15,Mostly Cloudy,58.0,0.0,58.0,32.0,10.0,10.0,No
2018,05,11,08,Partly Cloudy,,,57.0,83.0,,10.0,No
2019,26,10,00,Fair,65.0,0.0,65.0,47.0,12.0,10.0,No
2018,21,06,19,Clear,,,62.1,72.0,17.3,10.0,No
2017,19,01,12,Scattered Clouds,,,55.9,75.0,6.9,10.0,No
2017,09,10,23,Clear,,,64.0,54.0,3.5,10.0,No
2020,05,05,19,Mostly Cloudy,59.0,0.0,59.0,78.0,20.0,10.0,No
2016,04,04,14,Partly Cloudy,,,66.9,52.0,13.8,10.0,No
2016,16,11,12,Partly Cloudy,,,62.1,48.0,19.6,10.0,No
2020,15,10,01,Fair,67.0,0.0,67.0,57.0,6.0,10.0,No
2020,20,02,11,Mostly Cloudy,58.0,0.0,58.0,70.0,0.0,9.0,No
2020,25,04,17,Mostly Cloudy,67.0,0.0,67.0,61.0,15.0,10.0,No
2017,12,06,12,Mostly Cloudy,,,62.1,60.0,5.8,10.0,No
2016,26,07,12,Partly Cloudy,,,80.1,48.0,8.1,10.0,No
2019,28,10,16,Fair,69.0,0.0,69.0,18.0,9.0,10.0,No
2020,29,03,06,Light Rain,53.0,0.01,53.0,83.0,10.0,6.0,No
2020,14,05,14,Cloudy,67.0,0.0,67.0,66.0,5.0,10.0,No
2016,30,12,17,Partly Cloudy,,,52.0,83.0,12.7,10.0,No
2018,27,08,22,Overcast,,,59.0,87.0,10.4,10.0,No
2018,07,07,13,Scattered Clouds,,,81.0,36.0,27.6,10.0,No
2019,16,12,00,Partly Cloudy,43.0,0.0,43.0,89.0,0.0,10.0,No
2018,09,01,22,Partly Cloudy,,,53.1,74.0,24.2,10.0,No
2017,08,04,03,Mostly Cloudy,,,48.9,83.0,3.5,10.0,No
2018,22,03,11,Overcast,,0.03,54.0,83.0,18.4,7.0,No
2016,28,06,11,Partly Cloudy,,,62.1,62.0,23.0,10.0,No
2019,22,05,17,Mostly Cloudy / Windy,62.0,0.0,62.0,67.0,21.0,10.0,No
2019,10,08,11,Partly Cloudy,75.0,0.0,75.0,60.0,16.0,10.0,No
2017,10,11,09,Overcast,,0.0,59.0,83.0,8.1,10.0,No
2019,26,11,06,Partly Cloudy,43.0,0.0,46.0,58.0,6.0,10.0,No
2017,17,09,23,Overcast,,,63.0,90.0,12.7,9.0,No
2020,10,02,23,Fair,53.0,0.0,53.0,50.0,5.0,10.0,No
2018,20,09,06,Partly Cloudy,,,55.0,74.0,3.5,10.0,No
2016,21,06,07,Partly Cloudy,,,62.1,67.0,,10.0,No
2017,08,10,12,Clear,,,75.0,28.0,4.6,10.0,No
2016,05,10,19,Partly Cloudy,,,64.0,67.0,12.7,10.0,No
2019,29,07,16,Fair,67.0,0.0,67.0,61.0,18.0,10.0,No
2017,01,04,15,Partly Cloudy,,,73.9,35.0,6.9,10.0,No
2020,16,02,12,Mostly Cloudy,58.0,0.0,58.0,67.0,16.0,10.0,No
2019,18,09,10,Cloudy,67.0,0.0,67.0,76.0,8.0,8.0,No
2018,27,12,13,Partly Cloudy,,,61.0,25.0,15.0,10.0,No
2019,23,12,05,Mostly Cloudy,44.0,0.0,44.0,89.0,3.0,10.0,No
2019,18,11,17,Fair / Windy,59.0,0.0,59.0,75.0,22.0,9.0,No
2017,07,03,21,Clear,,,53.1,80.0,5.8,10.0,No
2019,20,05,23,Mostly Cloudy,55.0,0.0,55.0,72.0,6.0,10.0,No
2019,26,10,15,Partly Cloudy,67.0,0.0,67.0,54.0,18.0,10.0,No
2016,19,12,06,Partly Cloudy,35.5,,37.9,83.0,3.5,10.0,No
2017,24,07,09,Partly Cloudy,,,64.9,73.0,4.6,10.0,No
2020,24,11,08,Fair,53.0,0.0,53.0,83.0,5.0,10.0,No
2020,18,05,14,Partly Cloudy,68.0,0.0,68.0,47.0,15.0,10.0,No
2019,21,09,22,Fair,63.0,0.0,63.0,75.0,15.0,10.0,No
2016,10,05,16,Scattered Clouds,,,64.9,70.0,23.0,10.0,No
2016,27,07,20,Scattered Clouds,,,60.1,83.0,12.7,10.0,No
2016,11,09,02,Mostly Cloudy,,,59.0,87.0,10.4,10.0,No
2017,20,07,10,Partly Cloudy,,,63.0,72.0,6.9,10.0,No
2016,26,10,10,Partly Cloudy,,,63.0,75.0,8.1,10.0,No
2020,20,01,15,Cloudy,54.0,0.0,54.0,72.0,0.0,10.0,No
2019,17,05,21,Mostly Cloudy,57.0,0.0,57.0,64.0,13.0,10.0,No
2019,19,12,07,Cloudy,53.0,0.0,53.0,96.0,6.0,10.0,No
2019,29,09,15,Partly Cloudy,68.0,0.0,68.0,50.0,18.0,10.0,No
2020,06,10,20,Mostly Cloudy,55.0,0.0,55.0,89.0,17.0,9.0,No
2019,19,12,18,Cloudy,57.0,0.0,57.0,77.0,6.0,10.0,No
2017,12,02,07,Partly Cloudy,,,48.0,74.0,3.5,10.0,No
2018,26,10,06,Partly Cloudy,,,55.9,90.0,11.5,10.0,No
2016,22,11,11,Overcast,,,57.9,72.0,3.5,10.0,No
2020,12,05,15,Mostly Cloudy,66.0,0.0,66.0,56.0,15.0,10.0,No
2016,10,08,17,Partly Cloudy,,,70.0,57.0,15.0,10.0,No
2020,21,08,14,Partly Cloudy / Windy,75.0,0.0,75.0,62.0,29.0,10.0,No
2018,19,07,06,Overcast,,,57.9,93.0,9.2,5.0,No
2018,26,08,17,Partly Cloudy,,,66.0,65.0,16.1,10.0,No
2016,20,06,11,Clear,,,70.0,49.0,19.6,10.0,No
2020,30,01,14,Mostly Cloudy,60.0,0.0,60.0,80.0,5.0,10.0,No
2019,22,02,08,Clear,,,44.1,43.0,,10.0,No
2017,07,10,08,Clear,,,60.1,86.0,,10.0,No
2018,06,06,11,Mostly Cloudy,,,61.0,64.0,21.9,10.0,No
2019,14,05,21,Cloudy,60.0,0.0,60.0,72.0,9.0,10.0,No
2017,15,02,14,Mostly Cloudy,,,60.1,75.0,3.5,10.0,No
2019,03,09,14,Fair,74.0,0.0,74.0,55.0,14.0,10.0,No
2017,26,11,15,Light Rain,,0.0,62.1,86.0,8.1,6.0,No
2017,19,06,04,Partly Cloudy,,,60.1,78.0,11.5,10.0,No
2017,23,08,13,Partly Cloudy,,,69.1,63.0,17.3,9.0,No
2020,07,07,12,Fair,68.0,0.0,68.0,47.0,15.0,10.0,No
2016,16,11,12,Partly Cloudy,,,61.0,48.0,21.9,10.0,No
2019,17,09,20,Fair,64.0,0.0,64.0,80.0,15.0,10.0,No
2018,10,04,01,Overcast,,,60.1,67.0,12.7,10.0,No
2017,23,03,02,Scattered Clouds,,,52.0,74.0,17.3,10.0,No
2016,28,11,07,Mostly Cloudy,,,55.0,83.0,13.8,10.0,No
2019,14,09,12,Fair,73.0,0.0,73.0,53.0,20.0,10.0,No
2018,22,10,05,Mostly Cloudy,,,52.0,89.0,3.5,10.0,No
2017,28,10,10,Partly Cloudy,,,55.9,97.0,4.6,5.0,No
2017,21,06,15,Partly Cloudy,,,75.0,48.0,18.4,10.0,No
2017,15,02,17,Mostly Cloudy,,,60.1,72.0,3.5,10.0,No
2018,17,07,18,Partly Cloudy,,,64.0,78.0,17.3,10.0,No
2020,01,02,17,Fog / Windy,52.0,0.0,52.0,100.0,22.0,1.0,No
2019,11,12,21,Cloudy,61.0,0.0,61.0,81.0,8.0,10.0,No
2019,19,09,18,Fair / Windy,67.0,0.0,67.0,54.0,21.0,10.0,No
2019,05,03,08,Overcast,,0.01,50.0,89.0,,9.0,No
2019,08,12,14,Mostly Cloudy,59.0,0.0,59.0,78.0,5.0,10.0,No
2019,23,09,14,Fair,82.0,0.0,82.0,41.0,8.0,10.0,No
2017,15,02,19,Mostly Cloudy,,,60.1,69.0,3.5,10.0,No
2019,14,09,10,Fair,73.0,0.0,73.0,55.0,10.0,10.0,No
2018,30,03,16,Mostly Cloudy,,,75.0,44.0,11.5,10.0,No
2018,09,02,15,Mostly Cloudy,,,70.0,42.0,5.8,10.0,No
2016,25,08,02,Mostly Cloudy,,,57.0,83.0,8.1,10.0,No
2019,06,06,20,Fair / Windy,55.0,0.0,55.0,69.0,31.0,10.0,No
2018,15,08,16,Partly Cloudy,,,68.0,63.0,19.6,10.0,No
2017,24,03,22,Mostly Cloudy,,,55.0,96.0,,9.0,No
2018,27,07,07,Mostly Cloudy,,,55.0,89.0,8.1,10.0,No
2016,17,10,04,Mostly Cloudy,,,59.0,83.0,10.4,10.0,No
2019,26,12,17,Fair,54.0,0.0,54.0,66.0,12.0,10.0,No
2019,30,07,09,Mostly Cloudy,60.0,0.0,60.0,75.0,15.0,9.0,No
2016,12,12,02,Mostly Cloudy,,,50.0,77.0,,10.0,No
2019,29,08,18,Partly Cloudy,75.0,0.0,75.0,51.0,16.0,10.0,No
2019,25,01,18,Partly Cloudy,,,57.0,67.0,8.1,10.0,No
2016,06,07,15,Mostly Cloudy,,,63.0,65.0,20.7,10.0,No
2018,05,07,15,Partly Cloudy,,,75.9,43.0,18.4,10.0,No
2018,11,05,20,Partly Cloudy,,,64.9,50.0,16.1,10.0,No
2018,23,10,14,Mostly Cloudy,,,64.0,56.0,9.2,10.0,No
2016,20,10,19,Clear,,,66.9,63.0,13.8,10.0,No
2017,27,12,13,Mostly Cloudy,,,48.9,93.0,9.2,6.0,No
2019,30,11,02,Fair,34.0,0.0,38.0,93.0,5.0,10.0,No
2016,27,12,01,Mostly Cloudy,,,43.0,49.0,,10.0,No
2019,23,04,16,Partly Cloudy,84.0,0.0,84.0,28.0,16.0,10.0,No
2020,22,03,16,Mostly Cloudy,68.0,0.0,68.0,52.0,15.0,10.0,No
2020,24,10,11,Cloudy,65.0,0.0,65.0,68.0,0.0,10.0,No
2018,15,05,14,Partly Cloudy,,,63.0,56.0,15.0,10.0,No
2018,10,01,19,Overcast,,,57.0,83.0,5.8,10.0,No
2020,28,11,20,Fair,51.0,0.0,51.0,56.0,5.0,10.0,No
2019,22,10,21,Fair,67.0,0.0,67.0,54.0,0.0,10.0,No
2019,28,10,07,Partly Cloudy,52.0,0.0,52.0,32.0,8.0,10.0,No
2016,12,08,10,Scattered Clouds,,,64.9,68.0,10.4,8.0,No
2020,28,02,17,Cloudy,58.0,0.0,58.0,75.0,17.0,10.0,No
2019,10,10,05,Fair,56.0,0.0,56.0,24.0,5.0,10.0,No
2017,26,04,07,Overcast,,0.0,60.1,93.0,6.9,5.0,No
2017,30,07,00,Partly Cloudy,,,60.1,78.0,10.4,10.0,No
2020,12,11,18,Partly Cloudy,57.0,0.0,57.0,59.0,8.0,10.0,No
2016,24,10,18,Light Rain,,0.02,62.1,75.0,13.8,9.0,No
2020,03,08,13,Fair / Windy,74.0,0.0,74.0,50.0,21.0,10.0,No
2016,13,10,12,Mostly Cloudy,,,64.9,70.0,6.9,10.0,No
2020,13,01,00,Cloudy,45.0,0.0,49.0,100.0,9.0,10.0,No
2020,13,02,13,Cloudy,56.0,0.0,56.0,69.0,15.0,10.0,No
2016,06,09,14,Partly Cloudy,,,82.9,25.0,18.4,10.0,No
2020,01,05,13,Fair,68.0,0.0,68.0,36.0,18.0,10.0,No
2020,14,03,12,Light Rain,50.0,0.0,50.0,80.0,10.0,3.0,No
2017,27,07,22,Clear,,,61.0,87.0,8.1,10.0,No
2019,19,08,19,Partly Cloudy,66.0,0.0,66.0,68.0,12.0,10.0,No
2017,15,03,11,Scattered Clouds,,,59.0,75.0,5.8,10.0,No
2020,22,09,06,Partly Cloudy,60.0,0.0,60.0,86.0,6.0,10.0,No
2020,17,12,06,Cloudy,54.0,0.01,54.0,83.0,16.0,8.0,No
2020,10,06,13,Mostly Cloudy,78.0,0.0,78.0,46.0,9.0,10.0,No
2016,05,05,10,Overcast,,,63.0,65.0,5.8,10.0,No
2017,22,03,09,Light Rain,,0.0,55.9,72.0,11.5,10.0,No
2020,13,04,16,Fair / Windy,61.0,0.0,61.0,64.0,21.0,10.0,No
2017,02,12,10,Overcast,,,55.0,74.0,5.8,10.0,No
2020,30,01,21,Fair,53.0,0.0,53.0,89.0,0.0,10.0,No
2016,05,06,14,Partly Cloudy,,,73.0,44.0,8.1,10.0,No
2019,16,09,00,Cloudy,67.0,0.0,67.0,84.0,8.0,10.0,No
2019,25,01,09,Partly Cloudy,,,50.0,77.0,6.9,10.0,No
2018,28,07,03,Overcast,,,55.9,93.0,6.9,10.0,No
2018,23,11,16,Light Rain,,0.03,60.1,93.0,16.1,2.0,No
2016,21,07,13,Partly Cloudy,,,69.1,54.0,20.7,10.0,No
2018,24,10,09,Mostly Cloudy,,,55.0,86.0,,10.0,No
2017,13,06,19,Clear,,,64.0,65.0,9.2,10.0,No
2019,04,02,03,Light Rain,,0.03,53.1,86.0,13.8,7.0,No
2020,28,02,23,Cloudy,50.0,0.0,50.0,86.0,13.0,10.0,No
2018,08,04,09,Partly Cloudy,,,57.0,67.0,,10.0,No
2017,01,07,09,Overcast,,,57.9,81.0,3.5,9.0,No
2020,22,01,15,Fair,60.0,0.0,60.0,67.0,6.0,10.0,No
2017,20,01,04,Light Thunderstorms and Rain,,0.46,48.0,80.0,15.0,3.0,No
2017,11,09,17,Light Rain,,0.0,71.1,70.0,15.0,10.0,No
2017,05,11,09,Mostly Cloudy,,,54.0,62.0,5.8,10.0,No
2019,31,08,16,Fair,79.0,0.0,79.0,47.0,17.0,10.0,No
2020,10,08,15,Fair,69.0,0.0,69.0,65.0,20.0,10.0,No
2019,01,09,17,Fair / Windy,72.0,0.0,72.0,61.0,24.0,10.0,No
2017,28,04,10,Mostly Cloudy,,,61.0,52.0,13.8,10.0,No
2018,08,05,18,Partly Cloudy,,,62.1,67.0,17.3,10.0,No
