,target,text
5275,ham,Oh yeah clearly it's my fault
5276,ham,Dunno leh cant remember mayb lor. So wat time r we meeting tmr?
5277,ham,"Best msg: It's hard to be with a person, when u know that one more step foward will make u fall in love.. &amp; One step back can ruin ur friendship.. good night:-) ..."
5278,spam,URGENT! Your Mobile number has been awarded with a £2000 prize GUARANTEED. Call 09061790126 from land line. Claim 3030. Valid 12hrs only 150ppm
5279,ham,"Helloooo... Wake up..! ""Sweet"" ""morning"" ""welcomes"" ""You"" ""Enjoy"" ""This Day"" ""with full of joy"".. ""GUD MRNG""."
5280,ham,"Vikky, come around  &lt;TIME&gt; .."
5281,ham,"And how you will do that, princess? :)"
5282,ham,I have gone into get info bt dont know what to do
5283,ham,"Yeah, probably here for a while"
5284,ham,Sent me ur email id soon
5285,spam,"URGENT! You have won a 1 week FREE membership in our £100,000 Prize Jackpot! Txt the word: CLAIM to No: 81010 T&C www.dbuk.net LCCLTD POBOX 4403LDNW1A7RW18"
5286,ham,I'm still pretty weak today .. Bad day ?
5287,ham,Hey ! Don't forget ... You are MINE ... For ME ... My possession ... MY property ... MMM ... *childish smile* ...
5288,ham,An excellent thought by a misundrstud frnd: I knw u hate me bt the day wen u'll knw the truth u'll hate urself:-( Gn:-)
5289,ham,Hey! Congrats 2u2. id luv 2 but ive had 2 go home!
5290,ham,Dear where you. Call me
5291,ham,Xy trying smth now. U eat already? We havent...
5292,spam,Urgent! Please call 09061213237 from landline. £5000 cash or a luxury 4* Canary Islands Holiday await collection. T&Cs SAE PO Box 177. M227XY. 150ppm. 16+
5293,ham,I donno its in your genes or something
5294,spam,XMAS iscoming & ur awarded either £500 CD gift vouchers & free entry 2 r £100 weekly draw txt MUSIC to 87066 TnC www.Ldew.com1win150ppmx3age16subscription 
5295,ham,Alex says he's not ok with you not being ok with it
5296,ham,Are u coming to the funeral home
5297,ham,My darling sister. How are you doing. When's school resuming. Is there a minimum wait period before you reapply? Do take care
5298,ham,I.ll hand her my phone to chat wit u
5299,ham,Well good morning mr . Hows london treatin' ya treacle?
5300,ham,I can't make it tonight
5301,ham,At WHAT TIME should i come tomorrow
5302,ham,About  &lt;#&gt; bucks. The banks fees are fixed. Better to call the bank and find out.
5303,ham,"I can. But it will tell quite long, cos i haven't finish my film yet..."
5304,ham,Pls ask macho how much is budget for bb bold 2 is cos i saw a new one for  &lt;#&gt;  dollars.
5305,ham,Hi missed your Call and my mumHas beendropping red wine all over theplace! what is your adress?
5306,ham,Ill be at yours in about 3 mins but look out for me
5307,ham,What you did in  leave.
5308,ham,I'm coming back on Thursday. Yay. Is it gonna be ok to get the money. Cheers. Oh yeah and how are you. Everything alright. Hows school. Or do you call it work now
5309,ham,"Jolly good! By the way,  will give u tickets for sat eve 7.30. Speak before then x"
5310,ham,"yeah, that's what I was thinking"
5311,ham,K.k:)i'm going to tirunelvali this week to see my uncle ..i already spend the amount by taking dress .so only i want money.i will give it on feb 1
5312,ham,Here got ur favorite oyster... N got my favorite sashimi... Ok lar i dun say already... Wait ur stomach start rumbling...
5313,ham,My sister going to earn more than me da.
5314,spam,Get the official ENGLAND poly ringtone or colour flag on yer mobile for tonights game! Text TONE or FLAG to 84199. Optout txt ENG STOP Box39822 W111WX £1.50
5315,ham,Hahaha..use your brain dear
5316,ham,Jus finish watching tv... U?
5317,ham,"K, fyi I'm back in my parents' place in south tampa so I might need to do the deal somewhere else"
5318,ham,"Good morning, my Love ... I go to sleep now and wish you a great day full of feeling better and opportunity ... You are my last thought babe, I LOVE YOU *kiss*"
5319,ham,Kothi print out marandratha.
5320,ham,But we havent got da topic yet rite?
5321,ham,Ok no problem... Yup i'm going to sch at 4 if i rem correctly...
5322,ham,"Thanks, I'll keep that in mind"
5323,ham,Aah bless! How's your arm?
5324,ham,"Dear Sir,Salam Alaikkum.Pride and Pleasure meeting you today at the Tea Shop.We are pleased to send you our contact number at Qatar.Rakhesh an Indian.Pls save our Number.Respectful Regards."
5325,ham,"Gal n boy walking in d park. gal-can i hold ur hand? boy-y? do u think i would run away? gal-no, jst wana c how it feels walking in heaven with an prince..GN:-)"
5326,ham,What makes you most happy?
5327,ham,Wishing you a wonderful week.
5328,ham,Sweet heart how are you?
5329,ham,"Sir, waiting for your letter."
5330,ham,Dude im no longer a pisces. Im an aquarius now.
5331,ham,X course it 2yrs. Just so her messages on messenger lik you r sending me
5332,ham,I think steyn surely get one wicket:)
5333,ham,"Neither [in sterm voice] - i'm studying. All fine with me! Not sure the  thing will be resolved, tho. Anyway. Have a fab hols"
5334,ham,"Garbage bags, eggs, jam, bread, hannaford wheat chex"
5335,ham,No. It's not pride. I'm almost  &lt;#&gt;  years old and shouldn't be takin money from my kid. You're not supposed to have to deal with this stuff. This is grownup stuff--why i don't tell you.
5336,ham,Sounds better than my evening im just doing my costume. Im not sure what time i finish tomorrow but i will txt you at the end.
5337,ham,My birthday is on feb  &lt;#&gt;  da. .
5338,ham,So when do you wanna gym?
5339,ham,You'd like that wouldn't you? Jerk!
5340,ham,Are u awake? Is there snow there?
5341,ham,And of course you should make a stink!
5342,spam,"u r subscribed 2 TEXTCOMP 250 wkly comp. 1st wk?s free question follows, subsequent wks charged@150p/msg.2 unsubscribe txt STOP 2 84128,custcare 08712405020"
5343,ham,No go. No openings for that room 'til after thanksgiving without an upcharge.
5344,ham,When you guys planning on coming over?
5345,ham,Wat ü doing now?
5346,ham,"My Parents, My Kidz, My Friends n My Colleagues. All screaming.. SURPRISE !! and I was waiting on the sofa.. ... ..... ' NAKED...!"
5347,ham,No sir. That's why i had an 8-hr trip on the bus last week. Have another audition next wednesday but i think i might drive this time.
5348,ham,Do I? I thought I put it back in the box
5349,ham,I'm home...
5350,ham,No one interested. May be some business plan.
5351,ham,Yup it's at paragon... I havent decided whether 2 cut yet... Hee...
5352,ham,Good morning princess! Have a great day!
5353,ham,Guai... Ü shd haf seen him when he's naughty... Ü so free today? Can go jogging...
5354,ham,Aiyo cos i sms ü then ü neva reply so i wait 4 ü to reply lar. I tot ü havent finish ur lab wat.
5355,ham,"Living is very simple.. Loving is also simple.. Laughing is too simple.. Winning is tooo simple.. But, Being 'SIMPLE' is very difficult...;-) :-)"
5356,ham,Tell me something. Thats okay.
5357,ham,Ok
5358,ham,Hmm. Shall i bring a bottle of wine to keep us amused? Just joking! I'll still bring a bottle. Red or white? See you tomorrow
5359,ham,This is ur face test ( 1 2 3 4 5 6 7 8 9  &lt;#&gt;  ) select any number i will tell ur face astrology.... am waiting. quick reply...
5360,ham,"Hey, iouri gave me your number, I'm wylie, ryan's friend"
5361,ham,Yep get with the program. You're slacking.
5362,ham,I'm in inside office..still filling forms.don know when they leave me.
5363,ham,"I think your mentor is , but not 100 percent sure."
5364,spam,Call 09095350301 and send our girls into erotic ecstacy. Just 60p/min. To stop texts call 08712460324 (nat rate)
5365,spam,Camera - You are awarded a SiPix Digital Camera! call 09061221066 fromm landline. Delivery within 28 days.
5366,spam,A £400 XMAS REWARD IS WAITING FOR YOU! Our computer has randomly picked you from our loyal mobile customers to receive a £400 reward. Just call 09066380611
5367,ham,Just trying to figure out when I'm suppose to see a couple different people this week. We said we'd get together but I didn't set dates
5368,spam,IMPORTANT MESSAGE. This is a final contact attempt. You have important messages waiting out our customer claims dept. Expires 13/4/04. Call 08717507382 NOW!
5369,ham,Hi mom we might be back later than  &lt;#&gt; 
5370,spam,dating:i have had two of these. Only started after i sent a text to talk sport radio last week. Any connection do you think or coincidence?
5371,ham,"Lol, oh you got a friend for the dog ?"
5372,ham,"Ok., is any problem to u frm him? Wats matter?"
5373,ham,"K I'll head out in a few mins, see you there"
5374,ham,Do u konw waht is rael FRIENDSHIP Im gving yuo an exmpel: Jsut ese tihs msg.. Evrey splleing of tihs msg is wrnog.. Bt sitll yuo can raed it wihtuot ayn mitsake.. GOODNIGHT &amp; HAVE A NICE SLEEP..SWEET DREAMS..
5375,ham,I cant pick the phone right now. Pls send a message
5376,ham,I don't want you to leave. But i'm barely doing what i can to stay sane. fighting with you constantly isn't helping.
5377,spam,The current leading bid is 151. To pause this auction send OUT. Customer Care: 08718726270
5378,spam,"Free entry to the gr8prizes wkly comp 4 a chance to win the latest Nokia 8800, PSP or £250 cash every wk.TXT GREAT to 80878 http//www.gr8prizes.com 08715705022"
5379,ham,Somebody set up a website where you can play hold em using eve online spacebucks
5380,ham,Its sunny in california. The weather's just cool
5381,spam,You have 1 new message. Call 0207-083-6089
5382,ham,"I can make it up there, squeezed  &lt;#&gt;  bucks out of my dad"
5383,ham,Good day to You too.Pray for me.Remove the teeth as its painful maintaining other stuff.
5384,ham,How are you babes. Hope your doing ok. I had a shit nights sleep. I fell asleep at 5.Im knackered and im dreading work tonight. What are thou upto tonight. X
5385,ham,How do friends help us in problems? They give the most stupid suggestion that Lands us into another problem and helps us forgt the previous problem
5386,ham,I'm at work. Please call
5387,ham,I will be gentle baby! Soon you will be taking all  &lt;#&gt;  inches deep inside your tight pussy...
5388,ham,NOT MUCH NO FIGHTS. IT WAS A GOOD NITE!!
5389,ham,Ok.ok ok..then..whats ur todays plan
5390,ham,Nt joking seriously i told
5391,ham,Watching ajith film ah?
5392,ham,Ooooooh I forgot to tell u I can get on yoville on my phone
5393,ham,"All done, all handed in. Don't know if mega shop in asda counts as celebration but thats what i'm doing!"
5394,ham,I dont know exactly could you ask chechi.
5395,ham,Dunno lei shd b driving lor cos i go sch 1 hr oni.
5396,ham,As in i want custom officer discount oh.
5397,ham,That's necessarily respectful
5398,ham,Hi. Hope you had a good day. Have a better night.
5399,ham,And he's apparently bffs with carly quick now
5400,ham,HARD BUT TRUE: How much you show &amp;  express your love to someone....that much it will hurt when they leave you or you get seperated...!鈥┾??〨ud evening...
5401,ham,Babes I think I got ur brolly I left it in English wil bring it in 2mrw 4 u luv Franxx
5402,ham,Hi babe its me thanks for coming even though it didnt go that well!i just wanted my bed! Hope to see you soon love and kisses xxx
5403,ham,So gd got free ice cream... I oso wan...
5404,ham,Pls give her prometazine syrup. 5mls then  &lt;#&gt; mins later feed.
5405,ham,So how many days since then?
5406,ham,Dear are you angry i was busy dear
5407,ham,Yup he msg me: is tat yijue? Then i tot it's my group mate cos we meeting today mah... I'm askin if ü leaving earlier or wat mah cos mayb ü haf to walk v far...
5408,ham,... Are you in the pub?
5409,ham,There is a first time for everything :)
5410,ham,"Daddy, shu shu is looking 4 u... U wan me 2 tell him u're not in singapore or wat?"
5411,ham,I ask if u meeting da ge tmr nite...
5412,ham,Gr8. So how do you handle the victoria island traffic. Plus when's the album due
5413,ham,Nite nite pocay wocay luv u more than n e thing 4eva I promise ring u 2morrowxxxx
5414,ham,East coast
5415,ham,You should get more chicken broth if you want ramen unless there's some I don't know about
5416,ham,My slave! I want you to take 2 or 3 pictures of yourself today in bright light on your cell phone! Bright light!
5417,ham,Nope. I just forgot. Will show next week
5418,ham,So how are you really. What are you up to. How's the masters. And so on.
5419,ham,I'm at bruce &amp; fowler now but I'm in my mom's car so I can't park (long story)
5420,ham,I dont know oh. Hopefully this month.
5421,ham,"Hi elaine, is today's meeting confirmed?"
5422,ham,Ok k..sry i knw 2 siva..tats y i askd..
5423,ham,"Sorry, I'll call later"
5424,ham,U horrible gal... U knew dat i was going out wif him yest n u still come n ask me...
5425,ham,Otherwise had part time job na-tuition..
5426,ham,Oh yeah! And my diet just flew out the window
5427,spam,Santa Calling! Would your little ones like a call from Santa Xmas eve? Call 09058094583 to book your time.
5428,ham,You didnt complete your gist oh.
5429,ham,"Er yeah, i will b there at 15:26, sorry! Just tell me which pub/cafe to sit in and come wen u can"
5430,ham,"If you can make it any time tonight or whenever you can it's cool, just text me whenever you're around"
5431,ham,If I was I wasn't paying attention
5432,ham,Thanx a lot 4 ur help!
5433,ham,You're gonna have to be way more specific than that
5434,ham,Jesus armand really is trying to tell everybody he can find
5435,ham,I'm wif him now buying tix lar...
5436,ham,Mode men or have you left.
5437,ham,Am slow in using biola's fne
5438,ham,What are youdoing later? Sar xxx
5439,ham,Hey i've booked the 2 lessons on sun liao...
5440,ham,Thank you. do you generally date the brothas?
5441,ham,"By the way, make sure u get train to worc foregate street not shrub hill. Have fun night x"
5442,ham,"I thought i'd get him a watch, just cos thats the kind of thing u get4an18th. And he loves so much!"
